"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-27 18:29:32,30,"male","Germany",NA,"No","No","No","Often","26-100","No","Yes","No","No","Don't know","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Yes","Don't know","No",NA
2014-08-27 18:39:43,25,"Woman","United States","CA","No","Yes","No",NA,"500-1000","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","I'm not aware of anyone with mental health issues at work it's definitely not something that's discussed publicly. There's also a lot of other personal info I don't know about my coworkers so it may just be that we tend not to talk about personal issues."
2014-08-27 18:41:00,32,"Male","New Zealand",NA,"No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","I suffer from mild depression and anxiety."
2014-08-27 18:43:06,29,"female","Canada",NA,"No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No","The family history question needs a don't know option."
2014-08-27 18:56:46,21,"Agender","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","Yes","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 18:59:44,27,"Female","New Zealand",NA,"No","Yes","Yes","Rarely","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-27 19:05:52,32,"Female","Canada",NA,"No","No","Yes","Often","More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 19:08:31,34,"M","Australia",NA,"No","No","No","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 19:13:21,33,"M","United States","NY","No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No","I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else."
2014-08-27 19:13:27,22,"Male","Netherlands",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",NA
2014-08-27 19:16:15,24,"M","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 19:17:07,65,"Male","United States","FL","Yes","No","No",NA,"6-25","Yes","No","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Yes","No",NA
2014-08-27 19:25:42,27,"Male","United States","OR","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","No","No","No","Yes","No",NA
2014-08-27 19:27:25,33,"Male","Australia",NA,"No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",NA
2014-08-27 19:28:35,36,"Male","United States","CO","No","No","Yes","Rarely","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 19:34:26,40,"Male","Canada",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","No","No",NA
2014-08-27 19:34:56,28,"male","United States","GA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Some of them","No","No","Maybe","No","No",NA
2014-08-27 19:38:44,39,"Male","United States","OR","No","No","Yes","Sometimes","500-1000","No","Yes","Yes","Not sure","Yes","Don't know","Yes","Don't know","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-27 19:41:28,32,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Somewhat easy","No","No","Yes","Some of them","Maybe","Yes","Don't know","No",NA
2014-08-27 19:45:36,31,"male","United States","CA","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","Yes","No","No","Mental health issue I have dealt with: acute depression"
2014-08-27 19:59:12,38,"Make","United States","PA","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-27 20:13:06,23,"Male","United States","CA","No","Yes","Yes","Rarely","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 20:17:52,42,"Make","United States","CA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 20:33:33,27,"Female","United States","NY","No","No","No","Sometimes","500-1000","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 20:48:54,26,"Female","United States","MA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","No","Yes",NA
2014-08-27 20:52:20,50,"Male","United States",NA,"No","No","No","Never","26-100","Yes","Yes","No","Yes","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","No","No",NA
2014-08-27 20:52:31,37,"Male","United States","PA","No","Yes","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 20:53:22,23,"Male","United States","RI","No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-27 20:55:48,33,"M","United States","MI","No","Yes","No","Sometimes","6-25","Yes","Yes","Don't know","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 21:05:41,29,"male","Canada",NA,"Yes","No","No","Never","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","No","No","Yes","No","No",NA
2014-08-27 21:15:09,34,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","Yes","No","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Thanks for doing this. It will help end the stigma!"
2014-08-27 21:17:31,41,"male","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-27 21:21:31,50,"Male","United States","OR","No","Yes","No",NA,"100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 21:35:24,29,"Male","Canada",NA,"No","No","Yes","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","No","No","Maybe","Don't know","Yes","For clarity I work at a casino."
2014-08-27 21:39:23,35,"Male","United States","IN","No","No","No","Never","6-25","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 21:45:31,27,"Male","Singapore",NA,"No","No","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Don't know","Yes","No","Some of them","Yes","No","No","No","No","Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her. "
2014-08-27 21:54:29,40,"Female","United States","MA","No","No","No","Never","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 21:54:32,27,"Male","Australia",NA,"No","No","Yes","Often","100-500","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes",NA
2014-08-27 21:55:28,29,"f","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","Yes","Yes","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-27 22:00:36,31,"Male","United States","OH","No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-27 22:04:43,43,"Male","United States","OH","No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-27 22:04:47,34,"Male","United States","NH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","Yes",NA
2014-08-27 22:06:14,29,"Male","United States","OH","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No","It has come to interfere with work as life progresses.Between burn out and enduring more of the work and balancing a family. Changes in my mental health have a larger pond to make ripples in."
2014-08-27 22:07:34,19,"Male","Canada",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 22:11:16,41,"m","United States","TN","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No",NA
2014-08-27 22:12:55,29,"Male","United States","OR","No","Yes","No","Never","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 22:13:55,23,"Male","United States","PA","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 22:14:23,24,"Female","United States",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes",NA
2014-08-27 22:14:46,31,"M","United States","NY","No","No","No",NA,"26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 22:21:48,43,"Male","United States","WA","No","No","No",NA,"500-1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 22:26:03,31,"Male","United States","NY","No","Yes","Yes","Rarely","100-500","No","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","Yes","Yes","Some of them","No","No","No","No","Yes",NA
2014-08-27 22:32:36,29,"Male","United States","CA","No","Yes","No","Often","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 22:35:40,35,"Male","United States","TN","Yes","Yes","No",NA,"6-25","Yes","Yes","No","No","Yes","Yes","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No","The supposed divide between mental and physical health needs to done away with and probably will be as our knowledge of the brain increases. That said we are often employed for our ability to provide value. If any issue prevents is from providing value that creates a very real challenge for the employer who is responsible to shareholders and other team members who are providing value. There are no easy answers here."
2014-08-27 22:36:34,33,"Male","United States","WI","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","No","No","No","No","No","No",NA
2014-08-27 22:55:13,30,"cis-female/femme","United States","WI","Yes","Yes","Yes","Often","1-5","Yes","No","No","Yes","No","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No","Because I'm self-employed and the only person in my organization I would have liked a not applicable option. I don't want my answers to be misleading."
2014-08-27 22:59:23,27,"male","United States","PA","No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No",NA
2014-08-27 23:09:46,32,"Male","United States","MI","No","No","No","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",NA
2014-08-27 23:10:16,50,"Male","United States","WY","No","No","No","Sometimes","1-5","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","I work for a very small firm that doesn't really have a dedicated H/R person. Also for the question:If you have a mental health condition do you feel that it interferes with your work?...I don't have a diagnosed mental health condition but I suspect I might have some slight depression issues. Definitely have Imposter Syndrome."
2014-08-27 23:10:23,24,"male","United States","KY","No","No","No","Never","26-100","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Yes","Some of them","No","No","Maybe","No","No",NA
2014-08-27 23:14:58,27,"Male","United States","NY","No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-27 23:30:52,27,"Male","Australia",NA,"No","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 23:54:08,32,"Male","United States","TX","No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss."
2014-08-27 23:56:33,42,"Male","United States","WI","Yes","No","No","Rarely","6-25","Yes","No","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 23:57:16,37,"Male","United States","WA","No","No","No","Often","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",NA
2014-08-27 23:59:59,30,"Male","Singapore",NA,"No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Yes","No","Yes",NA
2014-08-28 00:02:36,29,"Male","United States","WA","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Don't know","Very easy","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-28 00:05:34,30,"Male","United States","GA","Yes","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","Yes","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-28 00:17:24,35,"Male","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-28 00:43:40,35,"Male","United States","MD","No","Yes","Yes","Rarely","100-500","Yes","No","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No","I'm diagnosed with Bipolar Disorder. My benefits for mental health exist but are terrible. The deductible is $800. I see a therapist once or twice a month at the cost of $150. The insurance company only values it at $40. My psychiatrist is $180 for 15 minutes. The insurance company values it at $80. It is IMPOSSIBLE to hit my deductible. I don't even bother making the claims."
2014-08-28 00:47:55,38,"male","Netherlands",NA,"No","Yes","No","Often","26-100","Yes","Yes","No","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-28 01:04:45,22,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",NA
2014-08-28 01:14:11,24,"m","Germany",NA,"No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Don't know","No","We don't fucking talk about it ever."
2014-08-28 01:19:34,22,"M","Netherlands",NA,"Yes","No","No","Never","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Maybe","Yes","No","Yes",NA
2014-08-28 01:30:12,31,"Female","United States","WA","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-28 01:38:53,23,"female","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 01:41:17,31,"Female","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 01:56:43,28,"Female","United States","CA","No","Yes","Yes","Rarely","500-1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","No","Some of them","No","No","No","No",NA
2014-08-28 02:15:08,37,"Guy (-ish) ^_^","Canada",NA,"No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 02:17:42,34,"male","United States","CA","Yes","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","No","No","thanks for what you're doing. FYI these questions dont quite work for entrepreneurs where employer == cofounders / sr mgmt / me"
2014-08-28 02:19:29,32,"male leaning androgynous","Canada",NA,"No","No","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes",NA
2014-08-28 02:30:00,28,"Male","United States","MI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-28 02:32:11,24,"Female","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-28 02:41:47,56,"Male ","United States","MA","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 02:46:56,31,"Male","Germany",NA,"No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","No","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 02:49:34,34,"female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 02:52:45,35,"m","Germany",NA,"No","No","Yes","Rarely","100-500","No","No","Don't know","No","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 02:54:44,28,"male","Germany",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Don't know","No",NA
2014-08-28 03:05:52,36,"male","Poland",NA,"Yes","Yes","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","Yes",NA
2014-08-28 03:06:14,30,"Male","United Kingdom",NA,"No","No","Yes","Often","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-28 03:13:10,35,"Male","United States",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Yes","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 03:13:20,49,"male","Japan",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes",NA
2014-08-28 03:15:01,36,"Male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 03:16:53,35,"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 03:29:19,29,"Female","Australia",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","Yes",NA
2014-08-28 03:36:10,57,"Male","United States","CA","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",NA
2014-08-28 03:42:58,31,"female","Belgium",NA,"No","Yes","Yes","Rarely","100-500","No","No","Yes","No","No","No","No","Don't know","Maybe","No","Some of them","No","No","No","Don't know","Yes",NA
2014-08-28 03:47:30,37,"Male","Ireland",NA,"Yes","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-28 03:49:56,25,"Male","Ireland",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-28 03:52:05,30,"Male","Australia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 04:00:30,26,"F","Australia",NA,"No","Yes","No","Sometimes","100-500","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No","Majority of qs on survey not relevant if you are self employed"
2014-08-28 04:02:47,22,"Female","Netherlands",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","Some of them","No","Yes","Don't know","No",NA
2014-08-28 04:07:34,39,"M","United States","FL","No","No","No","Rarely","More than 1000","Yes","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","I mostly suffer from social anxiety which keeps me from attending conferences. In my small dev group a big problem is a supervisor who's a workaholic and will never say no when asked to do something so he's doing the job of at least two ppl (poorly) and working crazy hours setting the tone for the test of us that work/life balance isn't important."
2014-08-28 04:09:14,29,"Male","United Kingdom",NA,"No","Yes","Yes","Never","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA
2014-08-28 04:11:27,54,"male","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","Yes","Yes","Don't know","Yes",NA
2014-08-28 04:16:30,34,"Female","Australia",NA,"No","Yes","No","Never","500-1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","Yes","I don't have any mental health issues but for a number of years I had to care for a family member who did and I felt that I was not able to discuss or get support from friends or colleagues in the same way that I might have if they had suffered from a physical condition."
2014-08-28 04:23:01,32,"M","United States","WA","No","No","Yes","Never","500-1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","No","No","No","No","Yes","No",NA
2014-08-28 04:24:03,25,"Male","Nigeria",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No",NA
2014-08-28 04:30:08,29,"male","Poland",NA,"No","No","No","Rarely","1-5","No","Yes","No","No","No","No","No","Somewhat difficult","No","Maybe","Some of them","No","No","No","Yes","No",NA
2014-08-28 04:34:32,32,"male","Germany",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-28 04:37:54,30,"M","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","Some of them","Yes","No","Yes","Yes","No",NA
2014-08-28 04:53:52,31,"male","Germany",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 05:05:32,20,"F","Switzerland",NA,"No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-28 05:12:15,27,"Male","United Kingdom",NA,"No","No","No","Never","1-5","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 05:14:28,32,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 06:02:05,26,"Male","Ireland",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-28 06:05:18,30,"Male","Italy",NA,"No","No","No","Sometimes","More than 1000","No","No","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 06:10:25,30,"Male","Ireland",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","Don't know","No","Don't know","Very difficult","Maybe","Maybe","Some of them","No","No","No","No","No",NA
2014-08-28 06:11:06,22,"male","India",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Yes","Yes",NA
2014-08-28 06:27:59,24,"male","Ireland",NA,"No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",NA
2014-08-28 06:30:18,26,"m","Netherlands",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 07:01:30,43,"male","France",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 07:03:00,26,"Male","Russia",NA,"No","No","No","Never","26-100","No","Yes","No","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-28 07:03:03,23,"Male","United States","NC","No","Yes","No","Sometimes","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-28 07:12:03,26,"Man","Canada",NA,"No","No","No",NA,"100-500","Yes","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",NA
